new,temp,humi,movement,vacc,naver
526,23.8,88.1,5316416,0.0,4.8166400000000005
499,24.4,81.5,5100796,0.0,4.47574
388,22.4,89.3,5805209,0.0,5.64288
438,23.4,93.6,5847192,0.0,5.40103
677,25.0,85.5,6031166,0.0,6.47644
570,25.5,84.9,6047641,0.0,5.41377
557,22.4,83.5,6078143,0.0,4.58091
569,23.6,80.4,5699769,0.0,3.7353099999999997
517,23.7,82.6,5267616,0.0,3.73156
444,24.2,77.5,6077078,0.0,4.74964
456,20.5,93.3,5921056,0.0,4.74239
665,21.4,83.1,5830122,0.0,5.53333
559,23.5,70.3,5862334,0.0,5.05476
542,24.3,60.3,6022590,0.0,5.17818
566,23.2,57.0,5608100,0.0,3.3776200000000003
508,23.1,61.1,5173634,0.0,3.34432
464,22.3,70.1,5880593,0.0,4.2320400000000005
482,19.6,98.1,5783236,0.0,3.9507099999999995
671,22.2,81.3,6072891,0.0,4.5140199999999995
667,23.5,76.5,6065019,0.0,4.186019999999999
670,23.6,76.0,6220037,0.0,3.68315
659,24.0,73.1,5806253,0.0,2.9831900000000005
658,24.2,64.6,5334916,0.0,2.85328
556,24.8,67.1,6095291,0.0,3.60136
539,24.6,63.3,6137842,0.0,3.61742
808,23.6,57.5,6198452,0.0,4.435420000000001
719,22.9,61.1,6206978,0.0,3.6294800000000005
746,23.5,61.4,6295383,0.0,3.4674
703,23.9,65.1,5639968,0.0,2.6963000000000004
742,23.7,62.9,5099922,0.0,2.53764
583,23.7,63.6,4843622,0.0,2.44327
676,22.0,85.1,5007016,0.0,2.4587
644,20.2,79.0,5066453,0.0,2.67224
645,20.9,67.3,6015156,0.0,4.13149
907,21.8,67.5,6236193,0.0,7.1190500000000005
